ID,Nama_Pelanggan,Tanggal_Pembelian,Jumlah_Pembelian,Kategori_Buku,Harga_Satuan,Total_Harga
TRX001676,Uchita Laksita,2024-07-30,14,Pelajaran,75000,1050000
TRX000393,Drs. Prasetyo Kusumo,2024-09-03,17,Komik,40000,680000
TRX000887,Jarwi Susanti,2024-07-05,14,Non-Fiksi,60000,840000
TRX007227,Eva Wasita,2024-12-29,4,Biografi,55000,220000
TRX001225,Ir. Rina Suryatmi,2024-09-01,5,Komik,40000,200000
TRX007093,Ratih Novitasari,2024-12-31,17,Pelajaran,75000,1275000
TRX009230,Martana Marpaung,2025-05-03,2,Pelajaran,75000,150000
TRX002057,H. Dalimin Kusumo,2024-07-31,5,Pelajaran,75000,375000
TRX003344,"Pia Damanik, S.Gz",2024-05-11,4,Fiksi,50000,200000
TRX003601,Taufik Astuti,2024-11-11,4,Komik,40000,160000
TRX002305,Laila Damanik,2025-01-28,6,Non-Fiksi,60000,360000
TRX004926,"Shakila Narpati, S.Ked",2025-02-06,20,Pelajaran,75000,1500000
TRX004554,Adhiarja Tampubolon,2024-08-20,13,Pelajaran,75000,975000
TRX004051,Pangeran Marpaung,2024-06-15,5,Fiksi,50000,250000
TRX008392,Tgk. Dagel Palastri,2024-10-21,7,Non-Fiksi,60000,420000
TRX001894,Fitriani Kuswoyo,2024-12-11,20,Komik,40000,800000
TRX000196,Galur Usamah,2024-12-10,1,Biografi,55000,55000
TRX006595,Gamanto Nugroho,2025-01-10,14,Fiksi,50000,700000
TRX003628,Hesti Nuraini,2024-10-12,4,Komik,40000,160000
TRX004730,Kunthara Adriansyah,2024-09-03,17,Biografi,55000,935000
TRX005347,Puspa Marpaung,2024-08-18,14,Pelajaran,75000,1050000
TRX000642,Zaenab Susanti,2024-10-12,16,Pelajaran,75000,1200000
TRX000900,Maryanto Pratiwi,2025-02-22,14,Non-Fiksi,60000,840000
TRX005362,"Drs. Aswani Halim, M.M.",2024-10-02,16,Biografi,55000,880000
TRX005285,Patricia Astuti,2024-07-03,20,Pelajaran,75000,1500000
TRX004428,Ridwan Haryanti,2024-11-19,8,Pelajaran,75000,600000
TRX007367,"dr. Wardi Prasasta, S.H.",2024-12-31,3,Non-Fiksi,60000,180000
TRX001897,Surya Puspita,2024-11-13,19,Komik,40000,760000
TRX007885,Teguh Mardhiyah,2025-01-29,1,Pelajaran,75000,75000
TRX004479,drg. Samiah Putra,2024-07-19,2,Fiksi,50000,100000
TRX009693,Rahman Laksmiwati,2024-09-21,15,Fiksi,50000,750000
TRX004430,Ulva Hutasoit,2024-06-12,10,Komik,40000,400000
TRX004278,Tgk. Makara Latupono,2024-11-23,18,Biografi,55000,990000
TRX004928,"Yoga Namaga, S.Sos",2024-12-26,14,Non-Fiksi,60000,840000
TRX005418,Hasta Hasanah,2025-03-11,17,Fiksi,50000,850000
TRX003775,Dirja Fujiati,2024-09-28,13,Fiksi,50000,650000
TRX009981,T. Prayoga Kurniawan,2024-07-04,1,Komik,40000,40000
TRX003317,Bahuraksa Nainggolan,2024-06-30,5,Biografi,55000,275000
TRX000217,Mujur Mayasari,2024-09-12,13,Biografi,55000,715000
TRX005855,"R.M. Daliono Prasetyo, M.Ak",2024-07-04,14,Komik,40000,560000
TRX005292,Baktiadi Wulandari,2024-10-27,3,Fiksi,50000,150000
TRX005324,Dr. Opan Prasetyo,2025-03-03,15,Non-Fiksi,60000,900000
TRX003396,Fitria Hariyah,2024-09-09,19,Fiksi,50000,950000
TRX005670,"Rahayu Haryanto, M.TI.",2025-01-05,17,Biografi,55000,935000
TRX003656,Jane Damanik,2024-10-08,3,Fiksi,50000,150000
TRX008411,Novi Lailasari,2024-05-26,16,Non-Fiksi,60000,960000
TRX004222,Cinta Yulianti,2024-05-06,14,Pelajaran,75000,1050000
TRX005507,Indra Usamah,2024-07-08,12,Fiksi,50000,600000
TRX002303,"Kartika Prastuti, S.E.",2024-06-23,12,Komik,40000,480000
TRX004425,Makara Nasyiah,2024-08-10,11,Pelajaran,75000,825000
TRX009313,R. Sabri Yolanda,2024-05-19,17,Komik,40000,680000
TRX003755,"Tgk. Hilda Hutagalung, M.Ak",2024-06-24,8,Komik,40000,320000
TRX006359,Jarwa Sudiati,2024-07-31,17,Komik,40000,680000
TRX001616,Laila Latupono,2025-04-18,20,Fiksi,50000,1000000
TRX001554,Olivia Kusumo,2024-08-24,11,Biografi,55000,605000
TRX009832,Rika Andriani,2024-05-20,2,Pelajaran,75000,150000
TRX003974,Drs. Syahrini Prayoga,2024-09-26,10,Non-Fiksi,60000,600000
TRX005861,H. Eja Tampubolon,2024-09-30,10,Biografi,55000,550000
TRX009377,"Jamal Nugroho, S.Ked",2025-02-17,11,Fiksi,50000,550000
TRX005568,"Yuni Maryadi, S.Sos",2024-11-02,6,Komik,40000,240000
TRX008355,Kartika Wacana,2024-10-27,4,Non-Fiksi,60000,240000
TRX001599,dr. Prakosa Narpati,2025-04-01,12,Pelajaran,75000,900000
TRX002051,dr. Ratih Kuswoyo,2025-03-30,11,Biografi,55000,605000
TRX001099,Gaman Hassanah,2024-06-13,13,Biografi,55000,715000
TRX001804,Gaiman Susanti,2024-07-15,5,Non-Fiksi,60000,300000
TRX009762,Drs. Karya Marpaung,2024-09-21,6,Fiksi,50000,300000
TRX005180,Jane Prasetyo,2024-06-04,1,Pelajaran,75000,75000
TRX007312,Tgk. Salsabila Fujiati,2025-01-16,6,Non-Fiksi,60000,360000
TRX000774,"Makara Anggriawan, M.M.",2024-09-25,18,Komik,40000,720000
TRX001562,"Ifa Mansur, M.Farm",2024-11-22,9,Pelajaran,75000,675000
TRX001849,"Ir. Ayu Handayani, S.T.",2024-12-09,15,Biografi,55000,825000
TRX001000,"Jaswadi Megantara, M.Ak",2025-02-15,8,Non-Fiksi,60000,480000
TRX001624,Lintang Rahayu,2024-05-21,19,Biografi,55000,1045000
TRX009736,Bella Farida,2025-03-21,16,Biografi,55000,880000
TRX008524,Ir. Lala Laksita,2024-08-14,6,Biografi,55000,330000
TRX001733,Kanda Adriansyah,2024-06-13,6,Fiksi,50000,300000
TRX001646,KH. Legawa Haryanti,2025-04-28,3,Biografi,55000,165000
TRX008136,Silvia Zulaika,2024-11-21,10,Komik,40000,400000
TRX000773,Hamima Purwanti,2025-03-31,1,Komik,40000,40000
TRX009471,Silvia Safitri,2025-01-04,14,Pelajaran,75000,1050000
TRX002098,"Ir. Intan Waskita, S.T.",2024-07-08,4,Biografi,55000,220000
TRX009383,Xanana Melani,2025-02-28,12,Biografi,55000,660000
TRX002333,Rama Sudiati,2025-04-04,6,Non-Fiksi,60000,360000
TRX004845,"Dr. Slamet Sihombing, S.IP",2024-11-17,11,Fiksi,50000,550000
TRX003598,Malika Prasasta,2025-04-12,12,Pelajaran,75000,900000
TRX006444,Zalindra Haryanti,2025-04-22,10,Biografi,55000,550000
TRX000395,Ir. Gangsa Putra,2024-05-09,18,Non-Fiksi,60000,1080000
TRX005913,Uchita Prastuti,2024-09-12,7,Fiksi,50000,350000
TRX003428,KH. Kasusra Kurniawan,2024-05-31,7,Pelajaran,75000,525000
TRX006471,Icha Padmasari,2024-10-12,11,Pelajaran,75000,825000
TRX002596,Dt. Eman Siregar,2024-10-08,4,Biografi,55000,220000
TRX004403,Ajeng Suartini,2024-10-19,20,Pelajaran,75000,1500000
TRX004949,Mujur Uyainah,2024-05-21,1,Non-Fiksi,60000,60000
TRX005126,KH. Hartana Anggriawan,2025-02-04,13,Pelajaran,75000,975000
TRX008277,Ella Lazuardi,2024-12-01,18,Komik,40000,720000
TRX005005,"Cut Elisa Wacana, S.E.I",2025-03-12,9,Non-Fiksi,60000,540000
TRX002746,Azalea Widodo,2024-06-18,9,Fiksi,50000,450000
TRX002664,Icha Puspasari,2025-03-31,9,Fiksi,50000,450000
TRX009756,Cut Anita Palastri,2024-07-13,10,Biografi,55000,550000
TRX005718,Emong Nasyidah,2024-07-28,2,Biografi,55000,110000
TRX002030,"Tgk. Kani Nurdiyanti, S.IP",2024-12-15,6,Komik,40000,240000
TRX004669,"Sutan Abyasa Puspita, M.Pd",2024-06-23,15,Fiksi,50000,750000
TRX000664,Drs. Fitriani Widiastuti,2024-11-10,3,Fiksi,50000,150000
TRX002058,"Dt. Gambira Laksmiwati, S.Pd",2024-11-25,11,Fiksi,50000,550000
TRX000046,"Rahman Namaga, M.Pd",2024-12-05,6,Fiksi,50000,300000
TRX007254,Lasmanto Riyanti,2024-08-27,3,Pelajaran,75000,225000
TRX003995,"Nabila Saptono, S.IP",2025-02-28,11,Non-Fiksi,60000,660000
TRX007563,Tgk. Heryanto Prakasa,2024-08-19,15,Non-Fiksi,60000,900000
TRX007544,Cakrawala Hassanah,2024-11-09,13,Komik,40000,520000
TRX003445,"Tgk. Vinsen Budiman, S.Gz",2025-01-06,20,Pelajaran,75000,1500000
TRX005511,Danuja Gunawan,2024-12-29,10,Fiksi,50000,500000
TRX009359,"Gangsar Wibisono, S.Sos",2024-05-18,6,Fiksi,50000,300000
TRX000495,Lega Riyanti,2024-12-17,15,Biografi,55000,825000
TRX002817,Septi Putra,2024-12-07,18,Biografi,55000,990000
TRX001843,Viktor Tamba,2024-09-30,18,Komik,40000,720000
TRX007620,Icha Kuswoyo,2025-03-11,7,Fiksi,50000,350000
TRX002739,T. Pranata Pratiwi,2024-07-19,15,Komik,40000,600000
TRX004099,Rudi Farida,2024-10-13,18,Pelajaran,75000,1350000
TRX007502,Ir. Surya Sihombing,2024-06-06,18,Non-Fiksi,60000,1080000
TRX008594,Melinda Purnawati,2024-09-08,20,Fiksi,50000,1000000
TRX001421,Jefri Kuswandari,2024-06-28,9,Pelajaran,75000,675000
TRX001219,"Anita Yolanda, S.IP",2024-11-04,2,Fiksi,50000,100000
TRX002289,drg. Caraka Agustina,2024-10-03,8,Biografi,55000,440000
TRX001409,"Rangga Firmansyah, S.Ked",2024-12-28,20,Komik,40000,800000
TRX004271,Laswi Putra,2024-09-07,2,Biografi,55000,110000
TRX000974,Kasiyah Maheswara,2025-03-23,11,Non-Fiksi,60000,660000
TRX008154,Daru Saputra,2024-12-05,7,Biografi,55000,385000
TRX005123,Ilsa Ramadan,2025-03-15,6,Fiksi,50000,300000
TRX008205,Limar Riyanti,2025-03-16,10,Biografi,55000,550000
TRX000910,Hartana Laksmiwati,2025-04-02,5,Fiksi,50000,250000
TRX001668,Salwa Siregar,2025-04-03,11,Non-Fiksi,60000,660000
TRX000337,Putri Wacana,2024-08-22,1,Biografi,55000,55000
TRX003679,"dr. Eli Sihombing, S.Gz",2024-08-30,2,Komik,40000,80000
TRX005682,Dinda Mahendra,2024-08-30,1,Komik,40000,40000
TRX005191,Gaman Situmorang,2024-07-04,19,Komik,40000,760000
TRX007963,Ir. Maya Kuswandari,2024-05-10,2,Biografi,55000,110000
TRX006764,Galih Anggraini,2024-06-30,20,Biografi,55000,1100000
TRX007855,"R.M. Cengkal Najmudin, S.IP",2024-07-06,4,Biografi,55000,220000
TRX003202,Cut Julia Prakasa,2025-03-11,12,Fiksi,50000,600000
TRX001400,Wardi Usada,2024-08-13,20,Non-Fiksi,60000,1200000
TRX008213,"Maryanto Sihombing, M.M.",2025-01-29,18,Komik,40000,720000
TRX007638,"Dt. Eka Mandasari, S.Pd",2024-12-06,1,Fiksi,50000,50000
TRX009113,Kayla Sihombing,2024-07-01,1,Komik,40000,40000
TRX000507,T. Mahdi Simbolon,2024-08-10,14,Fiksi,50000,700000
TRX005453,Rina Prasetyo,2024-11-29,4,Biografi,55000,220000
TRX000595,drg. Jane Narpati,2024-12-02,5,Komik,40000,200000
TRX009909,Samsul Pradipta,2025-03-25,11,Biografi,55000,605000
TRX006749,Sutan Galar Ardianto,2024-10-04,13,Komik,40000,520000
TRX008097,Yance Hutapea,2024-07-18,16,Pelajaran,75000,1200000
TRX008109,Edward Sitorus,2025-02-10,13,Fiksi,50000,650000
TRX002474,"Kamaria Pratama, S.IP",2024-06-01,2,Pelajaran,75000,150000
TRX006350,Nardi Riyanti,2024-08-07,16,Fiksi,50000,800000
TRX004593,Ade Prayoga,2025-04-07,6,Non-Fiksi,60000,360000
TRX008991,Dian Wahyuni,2024-10-31,14,Komik,40000,560000
TRX001923,Warsita Iswahyudi,2024-08-04,1,Non-Fiksi,60000,60000
TRX001060,"Puti Tina Halimah, S.H.",2024-10-31,17,Non-Fiksi,60000,1020000
TRX007162,"Ir. Cakrabirawa Usada, M.M.",2024-06-03,11,Fiksi,50000,550000
TRX004842,Endah Anggraini,2024-08-29,19,Pelajaran,75000,1425000
TRX007898,"T. Kawaca Yuniar, M.Pd",2024-09-24,3,Biografi,55000,165000
TRX006261,"Hilda Safitri, S.I.Kom",2024-05-21,11,Fiksi,50000,550000
TRX008143,Tgk. Narji Wulandari,2024-07-31,5,Biografi,55000,275000
TRX004590,Puspa Simbolon,2024-06-02,17,Non-Fiksi,60000,1020000
TRX006197,Cemeti Padmasari,2025-03-26,7,Biografi,55000,385000
TRX008378,"Gaduh Narpati, S.I.Kom",2025-03-25,10,Pelajaran,75000,750000
TRX002077,Narji Sihotang,2025-04-08,11,Fiksi,50000,550000
TRX008822,Halim Latupono,2024-06-16,3,Pelajaran,75000,225000
TRX004131,Tgk. Jindra Uwais,2025-04-24,20,Pelajaran,75000,1500000
TRX006008,Puti Melinda Hidayat,2024-11-28,10,Fiksi,50000,500000
TRX001218,Gandi Habibi,2024-05-17,10,Pelajaran,75000,750000
TRX006828,Ir. Asirwada Tarihoran,2025-01-30,14,Komik,40000,560000
TRX000962,Rahayu Iswahyudi,2024-07-03,12,Komik,40000,480000
TRX006440,Melinda Hasanah,2024-09-29,15,Komik,40000,600000
TRX002392,Hasna Halimah,2025-01-23,10,Biografi,55000,550000
TRX000280,Prakosa Utama,2024-09-29,10,Pelajaran,75000,750000
TRX001955,"Dariati Tamba, S.E.I",2025-01-05,19,Fiksi,50000,950000
TRX006322,Maida Nuraini,2024-12-19,1,Fiksi,50000,50000
TRX006056,"Uli Sihombing, S.IP",2025-03-16,10,Biografi,55000,550000
TRX001741,"Dr. Devi Tamba, M.Farm",2024-06-21,2,Fiksi,50000,100000
TRX003331,Tira Pertiwi,2025-04-27,17,Komik,40000,680000
TRX006597,Farah Rajata,2024-08-15,7,Pelajaran,75000,525000
TRX005963,Zulfa Suartini,2025-03-07,7,Fiksi,50000,350000
TRX004162,Argono Sitorus,2024-06-21,20,Fiksi,50000,1000000
TRX000975,Jindra Melani,2024-12-25,9,Non-Fiksi,60000,540000
TRX001346,Dt. Darman Nababan,2025-02-25,2,Non-Fiksi,60000,120000
TRX000064,Karta Pratama,2024-08-09,14,Non-Fiksi,60000,840000
TRX005096,Chelsea Hidayat,2025-01-20,17,Pelajaran,75000,1275000
TRX003030,"Farah Permadi, M.TI.",2024-12-13,1,Komik,40000,40000
TRX008553,R. Maria Firgantoro,2024-10-10,9,Komik,40000,360000
TRX006117,drg. Jono Nasyidah,2024-05-07,20,Komik,40000,800000
TRX003193,Rosman Puspita,2024-09-30,19,Pelajaran,75000,1425000
TRX008660,Garan Natsir,2024-06-07,4,Pelajaran,75000,300000
TRX008673,Puji Kusmawati,2024-05-14,8,Non-Fiksi,60000,480000
TRX001455,Adika Suwarno,2024-08-15,13,Fiksi,50000,650000
TRX002654,"Drs. Maya Nashiruddin, S.Psi",2024-10-28,4,Biografi,55000,220000
TRX002599,"Atma Sihotang, S.E.",2025-05-01,9,Biografi,55000,495000
TRX004888,Ibun Samosir,2025-03-04,9,Fiksi,50000,450000
TRX001818,Jane Wijayanti,2025-03-07,18,Non-Fiksi,60000,1080000
TRX008769,Wira Simbolon,2024-06-09,12,Fiksi,50000,600000
TRX008254,"Genta Laksmiwati, M.TI.",2025-04-09,10,Fiksi,50000,500000
TRX005477,Baktianto Mulyani,2024-11-15,11,Biografi,55000,605000
TRX008098,Puti Kani Anggraini,2024-12-11,7,Non-Fiksi,60000,420000
TRX003099,"Jati Nainggolan, S.Pd",2025-03-24,9,Pelajaran,75000,675000
TRX005739,Kezia Mandasari,2025-02-18,6,Biografi,55000,330000
TRX003447,Oman Kuswandari,2024-06-22,19,Pelajaran,75000,1425000
TRX009504,Uli Waluyo,2025-03-23,16,Non-Fiksi,60000,960000
TRX004104,Lega Widodo,2024-06-13,15,Fiksi,50000,750000
TRX006823,Puti Ira Prasetyo,2025-03-17,7,Komik,40000,280000
TRX000634,Rahmat Widodo,2024-12-16,16,Komik,40000,640000
TRX008946,Langgeng Suartini,2025-03-13,5,Non-Fiksi,60000,300000
TRX006962,Tgk. Keisha Usamah,2025-03-11,16,Komik,40000,640000
TRX008629,"dr. Eluh Siregar, S.Gz",2024-12-30,1,Pelajaran,75000,75000
TRX007081,Ir. Ratih Padmasari,2024-06-22,19,Komik,40000,760000
TRX003133,"Dt. Muhammad Firgantoro, S.IP",2025-02-13,5,Non-Fiksi,60000,300000
TRX005410,Kasiran Riyanti,2024-09-04,7,Non-Fiksi,60000,420000
TRX002941,Tgk. Jatmiko Pradana,2025-03-29,19,Pelajaran,75000,1425000
TRX008713,Cut Patricia Pradipta,2024-09-28,5,Komik,40000,200000
TRX001033,"Hj. Titin Siregar, S.E.",2025-01-15,17,Komik,40000,680000
TRX002424,Niyaga Hutasoit,2025-01-22,8,Fiksi,50000,400000
TRX006805,Drs. Hasan Wijayanti,2024-12-23,1,Biografi,55000,55000
TRX000237,T. Utama Suwarno,2024-06-29,2,Non-Fiksi,60000,120000
TRX008817,Martana Sihombing,2025-04-15,15,Fiksi,50000,750000
TRX007430,Ika Mulyani,2024-08-30,20,Non-Fiksi,60000,1200000
TRX000680,"Dr. Emin Safitri, M.Ak",2025-02-11,18,Fiksi,50000,900000
TRX006722,"Michelle Padmasari, S.I.Kom",2024-11-09,11,Biografi,55000,605000
TRX004170,Ella Purwanti,2024-10-10,10,Fiksi,50000,500000
TRX009331,Yuni Lestari,2024-12-08,4,Non-Fiksi,60000,240000
TRX002838,Siska Pertiwi,2024-12-05,5,Komik,40000,200000
TRX005110,Usyi Nurdiyanti,2025-01-19,4,Non-Fiksi,60000,240000
TRX004123,Warsita Maryati,2025-03-02,13,Pelajaran,75000,975000
TRX009717,"Carla Rahayu, S.Gz",2024-07-26,13,Pelajaran,75000,975000
TRX008141,Cakrabirawa Hidayanto,2024-08-25,18,Pelajaran,75000,1350000
TRX000171,Uli Padmasari,2024-05-29,2,Pelajaran,75000,150000
TRX002883,Uchita Nasyiah,2024-05-22,16,Biografi,55000,880000
TRX003206,Hj. Salimah Usamah,2024-07-29,1,Komik,40000,40000
TRX008927,"Puti Yuliana Mandala, S.Pd",2024-08-14,19,Komik,40000,760000
TRX009216,Dr. Dacin Uyainah,2024-06-04,9,Non-Fiksi,60000,540000
TRX002234,Dr. Cindy Hariyah,2024-08-22,3,Fiksi,50000,150000
TRX002787,Wira Sitompul,2024-06-10,7,Non-Fiksi,60000,420000
TRX001034,"Drs. Karsana Salahudin, S.T.",2024-07-20,10,Non-Fiksi,60000,600000
TRX008418,Yessi Januar,2025-02-22,1,Non-Fiksi,60000,60000
TRX000943,"T. Putu Putra, S.Farm",2024-06-01,10,Non-Fiksi,60000,600000
TRX001386,Vanya Manullang,2024-11-21,9,Komik,40000,360000
TRX001296,dr. Karman Jailani,2024-06-14,15,Fiksi,50000,750000
TRX009205,Cemplunk Pratama,2024-06-17,15,Non-Fiksi,60000,900000
TRX005890,"Among Pranowo, M.TI.",2025-04-03,3,Komik,40000,120000
TRX003127,Tgk. Parman Fujiati,2025-04-02,5,Non-Fiksi,60000,300000
TRX001547,"Drs. Calista Hutapea, M.Farm",2024-12-09,9,Pelajaran,75000,675000
TRX003343,Lurhur Lestari,2025-01-06,9,Non-Fiksi,60000,540000
TRX003771,"Drs. Cindy Saefullah, S.Psi",2024-06-14,7,Non-Fiksi,60000,420000
TRX007361,Cut Yuni Damanik,2024-09-03,12,Biografi,55000,660000
TRX001380,"Wulan Safitri, M.Farm",2024-05-08,9,Pelajaran,75000,675000
TRX001498,"Slamet Marbun, S.IP",2024-09-14,6,Fiksi,50000,300000
TRX009820,Nadia Permata,2025-04-27,2,Non-Fiksi,60000,120000
TRX000748,Hairyanto Sihotang,2024-06-07,9,Fiksi,50000,450000
TRX005723,Kurnia Anggraini,2025-01-30,17,Pelajaran,75000,1275000
TRX005982,Restu Pranowo,2025-02-02,1,Non-Fiksi,60000,60000
TRX002709,Ridwan Wahyudin,2024-08-02,19,Biografi,55000,1045000
TRX002207,Lutfan Wahyuni,2024-07-04,6,Komik,40000,240000
TRX003057,Uli Mayasari,2024-09-04,5,Biografi,55000,275000
TRX007380,KH. Ajimat Hariyah,2025-01-07,2,Biografi,55000,110000
TRX000591,"Amalia Winarsih, S.Psi",2024-06-18,9,Komik,40000,360000
TRX004410,Budi Wulandari,2024-10-24,14,Komik,40000,560000
TRX007509,Ayu Maheswara,2025-04-09,4,Komik,40000,160000
TRX004229,Kamal Permadi,2024-12-19,4,Non-Fiksi,60000,240000
TRX005214,"Drs. Bahuwirya Anggriawan, S.H.",2025-01-19,15,Fiksi,50000,750000
TRX001492,"Drs. Dian Pertiwi, M.Kom.",2024-05-05,8,Fiksi,50000,400000
TRX006570,Diana Yuliarti,2024-09-02,4,Komik,40000,160000
TRX007966,"dr. Kamaria Maheswara, S.H.",2024-09-03,16,Biografi,55000,880000
TRX007090,"Maria Gunarto, M.Farm",2024-10-26,4,Pelajaran,75000,300000
TRX005266,Muhammad Nuraini,2024-05-19,16,Komik,40000,640000
TRX006619,Yunita Nasyidah,2024-11-16,12,Biografi,55000,660000
TRX003137,"R. Sabri Mardhiyah, S.IP",2024-09-22,16,Biografi,55000,880000
TRX007557,Edi Simbolon,2024-10-12,19,Non-Fiksi,60000,1140000
TRX001215,Tasnim Mansur,2024-05-05,8,Non-Fiksi,60000,480000
TRX003326,Gabriella Hariyah,2024-12-13,6,Fiksi,50000,300000
TRX005804,Himawan Hidayat,2025-02-18,10,Fiksi,50000,500000
TRX004317,Tami Nuraini,2024-08-19,5,Pelajaran,75000,375000
TRX004675,Farhunnisa Wibowo,2025-03-08,18,Pelajaran,75000,1350000
TRX000329,"dr. Cahyono Farida, S.Pt",2024-05-23,10,Pelajaran,75000,750000
TRX004683,Muhammad Tampubolon,2025-03-14,10,Pelajaran,75000,750000
TRX003361,H. Liman Wacana,2025-04-20,7,Biografi,55000,385000
TRX008267,R.A. Fathonah Thamrin,2024-10-02,18,Biografi,55000,990000
TRX007203,Raditya Safitri,2024-10-28,1,Fiksi,50000,50000
TRX004765,Niyaga Ardianto,2024-06-12,7,Non-Fiksi,60000,420000
TRX000493,"Ganda Palastri, S.Psi",2024-08-27,1,Non-Fiksi,60000,60000
TRX005300,"drg. Cornelia Utama, S.Pd",2025-01-16,15,Komik,40000,600000
TRX001082,Salwa Prayoga,2025-03-18,4,Biografi,55000,220000
TRX003031,Martana Sitorus,2024-11-16,20,Pelajaran,75000,1500000
TRX000825,"drg. Yuni Waluyo, S.H.",2024-10-30,10,Pelajaran,75000,750000
TRX002050,Dr. Qori Nashiruddin,2024-11-25,9,Komik,40000,360000
TRX009259,Jelita Latupono,2024-07-26,2,Non-Fiksi,60000,120000
TRX001613,Harjasa Siregar,2024-05-31,14,Pelajaran,75000,1050000
TRX001754,Hartana Wastuti,2024-05-13,16,Non-Fiksi,60000,960000
TRX003125,Cut Sakura Mansur,2024-07-20,1,Komik,40000,40000
TRX003008,"Drs. Halima Halimah, M.Kom.",2024-06-14,2,Non-Fiksi,60000,120000
TRX008787,Jaga Dabukke,2024-08-15,7,Non-Fiksi,60000,420000
TRX001452,"R. Puji Riyanti, S.Farm",2025-03-15,10,Non-Fiksi,60000,600000
TRX004877,"Ir. Harja Wasita, S.Ked",2025-03-14,20,Pelajaran,75000,1500000
TRX001514,Hilda Sihombing,2024-09-19,1,Fiksi,50000,50000
TRX002676,Karma Hutasoit,2025-02-25,13,Biografi,55000,715000
TRX008797,Yani Rajasa,2025-04-23,1,Non-Fiksi,60000,60000
TRX006609,Betania Zulaika,2024-10-03,5,Non-Fiksi,60000,300000
TRX005090,Citra Firmansyah,2024-08-18,16,Non-Fiksi,60000,960000
TRX008809,Leo Hariyah,2024-09-04,15,Fiksi,50000,750000
TRX007197,Siska Putra,2024-11-05,17,Komik,40000,680000
TRX007613,Paulin Usada,2024-06-22,16,Pelajaran,75000,1200000
TRX002257,Laila Saptono,2025-02-25,13,Fiksi,50000,650000
TRX001745,Hardi Maheswara,2024-07-03,11,Non-Fiksi,60000,660000
TRX004178,Dacin Winarsih,2024-10-29,17,Fiksi,50000,850000
TRX004863,Dr. Abyasa Mansur,2024-09-09,17,Fiksi,50000,850000
TRX000812,Gabriella Anggriawan,2025-01-16,2,Fiksi,50000,100000
TRX000869,Dinda Laksita,2024-11-04,13,Komik,40000,520000
TRX009400,Fathonah Anggraini,2024-12-23,14,Biografi,55000,770000
TRX007602,Warji Melani,2024-08-17,11,Pelajaran,75000,825000
TRX008079,"Puti Hani Usada, S.T.",2025-03-08,10,Komik,40000,400000
TRX009394,"Emong Hasanah, S.IP",2024-05-26,3,Komik,40000,120000
TRX003281,KH. Labuh Pradana,2024-10-28,17,Biografi,55000,935000
TRX004108,dr. Wulan Prabowo,2025-02-10,15,Komik,40000,600000
TRX006896,Kamal Zulkarnain,2024-08-16,9,Fiksi,50000,450000
TRX007141,Cut Lili Lailasari,2024-05-15,10,Fiksi,50000,500000
TRX002667,Hana Wahyuni,2024-07-30,8,Non-Fiksi,60000,480000
TRX005990,"Ir. Sari Adriansyah, M.Farm",2024-07-27,13,Komik,40000,520000
TRX003505,Cawuk Mayasari,2025-04-03,18,Non-Fiksi,60000,1080000
TRX003525,KH. Sidiq Setiawan,2025-05-04,5,Pelajaran,75000,375000
TRX003292,Drs. Mutia Saputra,2024-10-26,6,Fiksi,50000,300000
TRX005421,"dr. Usyi Tampubolon, S.IP",2024-08-16,17,Pelajaran,75000,1275000
TRX006725,"R.A. Yance Sitompul, M.Pd",2024-08-13,11,Biografi,55000,605000
TRX005080,"Mutia Mansur, M.Kom.",2024-12-31,20,Fiksi,50000,1000000
TRX005908,Jaeman Santoso,2025-01-03,16,Pelajaran,75000,1200000
TRX002559,Ajimat Yuniar,2024-12-16,9,Biografi,55000,495000
TRX005416,Yani Puspasari,2024-12-29,2,Pelajaran,75000,150000
TRX001774,R. Pandu Kurniawan,2025-04-27,5,Biografi,55000,275000
TRX009291,"dr. Salman Saputra, S.Gz",2024-11-24,1,Biografi,55000,55000
TRX005487,Gaduh Pranowo,2024-10-26,4,Fiksi,50000,200000
TRX003415,Drs. Vanya Nurdiyanti,2024-05-06,4,Non-Fiksi,60000,240000
TRX001187,Jono Lailasari,2024-12-25,3,Biografi,55000,165000
TRX007320,Kuncara Halimah,2024-08-02,9,Biografi,55000,495000
TRX007107,Sadina Tamba,2024-08-08,12,Fiksi,50000,600000
TRX005295,Sutan Opan Pradipta,2024-12-27,10,Non-Fiksi,60000,600000
TRX004474,Halim Suryono,2024-06-15,2,Komik,40000,80000
TRX001362,"drg. Ihsan Budiman, S.T.",2025-02-03,11,Komik,40000,440000
TRX001089,Daruna Anggriawan,2024-08-01,10,Non-Fiksi,60000,600000
TRX009943,Cut Sarah Kusumo,2024-10-04,6,Pelajaran,75000,450000
TRX003792,Febi Mulyani,2025-02-19,18,Fiksi,50000,900000
TRX007275,"Hj. Lili Damanik, S.E.",2024-12-29,2,Non-Fiksi,60000,120000
TRX003575,R.M. Harto Mansur,2024-08-25,2,Komik,40000,80000
TRX002017,Hani Marbun,2024-06-08,10,Biografi,55000,550000
TRX009835,Wahyu Saptono,2024-07-16,16,Komik,40000,640000
TRX001608,Marwata Narpati,2025-03-17,12,Biografi,55000,660000
